id_fonction; catalytic activity; keywords_biological_process; keywords_molecular_function; keywords_cellular_component
FU93730; None; None; None; None
FU93731; None; None; None; None
FU93732; None; None; None; None
FU93733; None; None; None; None
FU93734; None; None; None; None
FU93735; None; None; None; None
FU93736; None; None; None; None
FU93737; None; None; None; None
FU93738; None; None; Acyltransferase, Transferase; None
FU93739; None; None; None; None
FU93740; None; None; None; None
FU93741; None; None; None; None
FU93742; None; None; None; None
FU93743; None; None; None; None
FU93744; None; None; None; None
FU93745; None; None; None; None
FU93746; None; None; None; None
FU93747; None; None; None; None
FU93748; None; None; None; None
FU93749; None; None; None; None
FU93750; None; None; None; None
FU93751; None; None; Monooxygenase, Oxidoreductase; None
FU93752; None; None; None; None
FU93753; None; None; None; None
FU93754; None; None; None; None
FU93755; None; None; None; None
FU93756; None; None; None; None
FU93757; None; None; None; None
FU93758; None; None; None; None
FU93759; None; None; None; None
FU93760; None; None; None; None
FU93761; None; None; None; None
FU93762; None; None; None; None
FU93763; None; None; None; None
FU93764; None; None; None; None
FU93765; None; None; Oxidoreductase; None
FU93766; None; None; None; None
FU93767; None; None; None; None
FU93768; None; None; None; None
FU93769; None; None; None; None
FU93770; None; None; None; None
FU93771; None; None; None; None
FU93772; None; None; None; None
FU93773; None; None; None; None
FU93774; None; None; None; None
FU93775; None; None; None; None
FU93776; None; None; None; None
FU93777; None; None; None; None
FU93778; None; None; Hydrolase; None
FU93779; None; None; None; None
FU93780; None; None; None; None
FU93781; None; None; None; None
FU93782; None; None; None; None
FU93783; None; None; None; None
FU93784; None; None; None; None
FU93785; None; None; None; None
FU93786; None; None; None; None
FU93787; None; Ribosome biogenesis; None; Nucleus
FU93788; None; None; None; None
FU93789; None; Transcription, Transcription regulation; None; Nucleus
FU93790; None; None; None; None
FU93791; None; None; None; None
FU93792; None; None; None; None
FU93793; None; None; None; None
FU93794; None; None; None; None
FU93795; None; None; None; None
FU93796; None; None; None; None
FU93797; None; None; None; None
FU93798; None; None; None; None
FU93799; None; None; Methyltransferase, Transferase; None
FU93800; None; None; None; None
FU93801; None; None; None; None
FU93802; None; None; None; None
FU93803; None; None; None; None
FU93804; None; None; None; None
FU93805; None; None; None; None
FU93806; None; None; None; None
FU93807; None; None; None; None
FU93808; None; None; None; None
FU93809; None; None; None; None
FU93810; None; None; None; None
FU93811; None; None; None; None
FU93812; None; None; None; None
FU93813; None; None; None; None
FU93814; None; None; None; None
FU93815; None; None; Hydrolase; None
FU93816; Endohydrolysis of (1->4)-beta-D-glucosidic linkages in cellulose, lichenin and cereal beta-D-glucans.; Carbohydrate metabolism, Cellulose degradation, Polysaccharide degradation; Glycosidase, Hydrolase; None
FU93817; None; None; None; None
FU93818; None; None; None; None
FU93819; None; None; Ribonucleoprotein, Ribosomal protein; None
FU93820; None; None; None; None
FU93821; None; None; None; None
FU93822; None; None; None; None
FU93823; None; None; None; None
FU93824; None; None; None; None
FU93825; None; None; Ribonucleoprotein, Ribosomal protein; None
FU93826; None; None; None; None
FU93827; None; None; None; None
FU93828; None; None; None; None
FU93829; None; None; None; None
FU93830; None; None; Transferase; None
FU93831; None; None; None; None
FU93832; None; None; None; None
FU93833; None; None; None; None
FU93834; None; None; None; None
FU93835; None; None; None; None
FU93836; None; None; None; None
FU93837; None; None; None; None
FU93838; None; None; None; None
FU93839; None; None; None; None
FU93840; None; None; None; None
FU93841; None; None; None; None
FU93842; None; None; None; None
FU93843; None; None; None; None
FU93844; None; None; None; None
FU93845; None; None; None; None
FU93846; None; None; None; None
FU93847; None; None; None; None
FU93848; None; None; None; None
FU93849; None; None; None; None
FU93850; None; None; None; None
FU93851; None; None; None; None
FU93852; None; None; None; None
FU93853; None; None; None; None
FU93854; None; None; None; None
FU93855; None; None; None; None
FU93856; None; None; None; None
FU93857; None; None; None; None
FU93858; None; None; None; None
FU93859; None; None; None; None
FU93860; None; None; None; None
FU93861; None; None; None; None
FU93862; None; None; None; None
FU93863; None; None; None; None
FU93864; None; None; None; None
FU93865; None; None; None; None
FU93866; None; None; None; None
FU93867; None; None; Hydrolase; None
FU93868; None; None; None; None
FU93869; None; None; None; None
FU93870; None; None; None; None
FU93871; None; None; None; None
FU93872; None; None; None; None
FU93873; None; None; None; None
FU93874; None; None; None; None
FU93875; None; None; None; None
FU93876; None; None; None; None
FU93877; None; None; None; None
FU93878; None; None; None; None
FU93879; None; None; None; None
FU93880; None; None; None; None
FU93881; None; None; None; None
FU93882; None; None; None; None
FU93883; None; None; None; None
FU93884; None; None; None; None
FU93885; None; None; None; None
FU93886; None; None; None; None
FU93887; None; None; None; None
FU93888; None; None; None; None
FU93889; None; None; None; Nucleus
FU93890; None; None; None; None
FU93891; None; None; None; None
FU93892; None; None; None; None
FU93893; None; None; None; None
FU93894; None; None; None; None
FU93895; None; None; None; None
FU93896; None; None; None; None
FU93897; None; None; None; None
FU93898; None; None; None; None
FU93899; None; None; None; None
FU93900; None; None; None; None
FU93901; None; None; None; None
FU93902; None; None; None; None
FU93903; None; None; None; None
FU93904; None; None; None; None
FU93905; None; None; None; None
FU93906; None; None; None; None
FU93907; None; None; None; None
FU93908; None; None; None; None
FU93909; None; None; None; None
FU93910; None; None; None; None
FU93911; None; None; None; None
FU93912; None; None; None; None
FU93913; None; None; None; None
FU93914; None; None; None; None
FU93915; None; None; None; None
FU93916; None; None; None; None
FU93917; None; None; None; None
FU93918; None; None; None; None
FU93919; None; None; None; None
FU93920; None; None; None; None
FU93921; None; None; None; None
FU93922; None; None; None; None
FU93923; None; None; None; None
FU93924; None; None; Ribonucleoprotein, Ribosomal protein; None
FU93925; None; None; None; None
FU93926; None; None; None; None
FU93927; None; None; None; None
FU93928; None; None; None; None
FU93929; None; None; None; None
FU93930; None; None; None; None
FU93931; None; None; None; None
FU93932; None; None; None; None
FU93933; None; None; None; None
FU93934; None; None; None; None
FU93935; None; None; None; None
FU93936; None; None; None; None
FU93937; None; None; None; None
FU93938; None; None; Hydrolase, Protease, Serine protease; None
FU93939; None; None; None; None
FU93940; None; None; None; None
FU93941; None; None; Kinase, Transferase; None
FU93942; None; None; None; None
FU93943; None; Transcription, Transcription regulation; None; Nucleus
FU93944; None; None; None; None
FU93945; None; None; None; None
FU93946; None; None; None; None
FU93947; None; None; None; None
FU93948; None; None; None; None
FU93949; None; None; None; None
FU93950; None; None; None; None
FU93951; None; None; None; None
FU93952; None; None; None; None
FU93953; 2 superoxide + 2 H(+) = O(2) + H(2)O(2).; None; Oxidoreductase; None
FU93954; None; None; None; None
FU93955; ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.; None; Kinase, Transferase; None
FU93956; None; None; None; None
FU93957; None; None; None; None
FU93958; None; None; None; None
FU93959; None; None; None; None
FU93960; None; None; None; None
FU93961; None; None; None; None
FU93962; None; None; Glycosyltransferase, Transferase; Golgi apparatus, Membrane
FU93963; None; None; None; None
FU93964; None; None; None; None
FU93965; None; None; None; None
FU93966; None; None; None; None
FU93967; None; None; None; None
FU93968; None; None; None; None
FU93969; None; None; None; None
FU93970; None; None; None; None
FU93971; None; None; None; None
FU93972; None; None; None; None
FU93973; None; None; None; None
FU93974; None; None; None; None
FU93975; None; None; None; None
FU93976; None; None; None; None
FU93977; None; Transcription, Transcription regulation; None; Nucleus
FU93978; None; None; None; None
FU93979; None; None; None; None
FU93980; None; None; None; None
FU93981; None; None; None; None
FU93982; None; None; None; None
FU93983; None; None; None; None
FU93984; None; None; None; None
FU93985; None; None; None; None
FU93986; None; None; Helicase, Hydrolase; None
FU93987; None; None; None; None
FU93988; None; None; None; None
FU93989; None; None; None; None
FU93990; None; None; None; None
FU93991; None; None; None; None
FU93992; None; None; None; None
FU93993; None; None; None; None
FU93994; None; None; None; None
FU93995; None; None; None; None
FU93996; None; None; None; None
FU93997; None; None; None; None
FU93998; None; None; None; None
FU93999; None; None; None; None
FU94000; None; None; None; None
FU94001; None; None; None; None
FU94002; None; None; None; None
FU94003; None; None; None; None
FU94004; None; None; None; None
FU94005; None; None; None; None
FU94006; None; None; None; None
FU94007; None; None; None; None
FU94008; None; None; None; None
FU94009; None; None; None; None
FU94010; None; None; None; None
FU94011; None; None; None; None
FU94012; None; None; None; None
FU94013; None; None; None; None
FU94014; None; None; None; None
FU94015; None; None; None; None
FU94016; None; None; None; None
FU94017; None; None; None; None
FU94018; None; None; None; None
FU94019; None; None; None; None
FU94020; None; None; None; Nucleus
FU94021; Endonucleolytic cleavage to 5'-phosphomonoester.; None; Endonuclease, Hydrolase, Nuclease; None
FU94022; None; None; None; None
FU94023; None; None; None; None
FU94024; None; None; None; None
FU94025; None; None; None; None
FU94026; None; None; None; None
FU94027; None; None; None; None
FU94028; None; None; None; None
FU94029; None; None; None; None
FU94030; None; None; None; None
FU94031; None; None; None; None
FU94032; UDP-glucose + 2 NAD(+) + H(2)O = UDP-glucuronate + 2 NADH.; None; Oxidoreductase; None
FU94033; None; None; None; None
FU94034; None; None; None; None
FU94035; None; None; None; None
FU94036; None; None; Cyclin; None
FU94037; None; None; None; None
FU94038; None; None; None; None
FU94039; None; None; None; None
FU94040; None; None; None; None
FU94041; None; None; None; None
FU94042; None; None; None; None
FU94043; None; None; None; None
FU94044; None; None; None; None
FU94045; None; None; None; None
FU94046; ATP + H(2)O = ADP + phosphate.; None; Helicase, Hydrolase; None
FU94047; None; None; None; None
FU94048; None; None; None; None
FU94049; None; None; None; None
FU94050; None; None; None; None
FU94051; None; None; None; None
FU94052; None; None; None; None
FU94053; None; None; None; None
FU94054; None; None; None; None
FU94055; None; None; None; None
FU94056; None; None; None; None
FU94057; None; None; None; None
FU94058; None; None; None; None
FU94059; None; None; None; None
FU94060; None; Autophagy, Protein transport, Transport, Ubl conjugation pathway; None; None
FU94061; None; None; None; None
FU94062; None; None; None; None
FU94063; None; None; None; None
FU94064; None; None; None; None
FU94065; None; None; None; None
FU94066; None; None; None; None
FU94067; None; None; None; None
FU94068; None; None; None; Chromosome, Nucleus
FU94069; None; None; None; None
FU94070; None; None; None; None
FU94071; None; None; None; None
FU94072; None; None; None; None
FU94073; None; None; None; None
FU94074; None; None; None; None
FU94075; None; None; None; None
FU94076; None; None; None; None
FU94077; None; Ubl conjugation pathway; Ligase; None
FU94078; None; None; None; None
FU94079; None; None; None; None
FU94080; None; None; None; None
FU94081; None; None; None; None
FU94082; None; Sugar transport, Transport; None; Membrane
FU94083; None; None; None; None
FU94084; None; None; None; None
FU94085; None; None; None; None
FU94086; None; None; None; None
FU94087; None; None; None; None
FU94088; None; None; None; None
FU94089; None; None; None; None
FU94090; None; None; None; None
FU94091; None; None; None; None
FU94092; None; None; None; None
FU94093; None; None; None; None
FU94094; None; None; None; None
FU94095; None; None; None; None
FU94096; None; None; None; None
FU94097; None; None; None; None
FU94098; None; None; None; None
FU94099; None; None; None; None
FU94100; None; Transcription; None; DNA-directed RNA polymerase, Nucleus
FU94101; None; None; None; None
FU94102; None; None; None; None
FU94103; None; None; None; None
FU94104; [a protein]-serine/threonine phosphate + H(2)O = [a protein]-serine/threonine + phosphate.; None; Hydrolase; None
FU94105; None; None; None; None
FU94106; None; None; None; None
FU94107; None; None; None; None
FU94108; None; None; None; None
FU94109; None; None; None; None
FU94110; None; None; None; None
FU94111; None; None; None; None
FU94112; None; None; None; None
FU94113; None; None; None; None
FU94114; None; None; None; None
FU94115; None; None; None; None
FU94116; None; Ubl conjugation pathway; Ligase; None
FU94117; None; None; None; None
FU94118; None; None; None; None
FU94119; None; None; Monooxygenase, Oxidoreductase; None
FU94120; None; None; None; None
FU94121; None; None; None; None
FU94122; None; None; None; None
FU94123; 2 ubiquinol + O(2) = 2 ubiquinone + 2 H(2)O.; Electron transport, Respiratory chain, Transport; Oxidoreductase; Membrane
FU94124; None; None; None; None
FU94125; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; Hydrogen peroxide; Oxidoreductase, Peroxidase; Secreted
FU94126; None; None; None; None
FU94127; None; None; None; None
FU94128; None; None; None; None
FU94129; None; None; None; None
FU94130; None; None; None; None
FU94131; None; None; None; None
FU94132; None; None; None; None
FU94133; ATP + D-fructose 6-phosphate = ADP + D-fructose 1,6-bisphosphate.; Glycolysis; Kinase, Transferase; Cytoplasm
FU94134; None; None; None; None
FU94135; None; None; None; None
FU94136; None; None; None; None
FU94137; None; None; None; None
FU94138; None; None; None; None
FU94139; None; None; None; None
FU94140; None; None; None; None
FU94141; None; None; None; None
FU94142; None; None; None; None
FU94143; None; None; None; None
FU94144; None; None; None; None
FU94145; None; Transport; None; Membrane
FU94146; None; None; None; None
FU94147; None; None; None; None
FU94148; None; None; None; None
FU94149; None; None; None; None
FU94150; None; Transport; None; Membrane
FU94151; None; None; None; None
FU94152; None; None; None; None
FU94153; None; None; None; None
FU94154; None; None; None; None
FU94155; None; None; None; None
FU94156; None; None; None; None
FU94157; None; None; None; None
FU94158; None; None; None; None
FU94159; None; None; None; None
FU94160; None; None; None; None
FU94161; None; None; None; None
FU94162; None; None; None; None
FU94163; None; None; None; None
FU94164; 4 benzenediol + O(2) = 4 benzosemiquinone + 2 H(2)O.; Lignin degradation; Oxidoreductase; Apoplast, Secreted
FU94165; None; None; None; None
FU94166; None; None; None; None
FU94167; None; None; None; None
FU94168; None; None; None; None
FU94169; None; None; None; None
FU94170; None; None; None; None
FU94171; None; None; None; None
FU94172; None; None; None; None
FU94173; None; None; Ribonucleoprotein, Ribosomal protein; None
FU94174; None; None; None; None
FU94175; None; None; None; None
FU94176; None; None; None; None
FU94177; None; None; None; None
FU94178; None; None; None; None
FU94179; None; None; None; None
FU94180; None; None; None; None
FU94181; None; None; None; None
FU94182; None; None; None; None
FU94183; None; None; None; None
FU94184; None; None; None; None
FU94185; None; None; None; None
FU94186; None; None; None; None
FU94187; None; None; Lyase; None
FU94188; None; None; None; None
FU94189; None; None; None; None
FU94190; None; None; None; None
FU94191; None; None; None; None
FU94192; None; None; None; None
FU94193; None; None; None; None
FU94194; None; None; None; None
FU94195; None; None; None; None
FU94196; None; None; None; None
FU94197; None; None; None; None
FU94198; None; Transcription, Transcription regulation; None; Nucleus
FU94199; None; None; None; None
FU94200; None; None; None; None
FU94201; None; None; None; None
FU94202; None; None; None; None
FU94203; None; None; None; Cell membrane, Membrane
FU94204; None; None; None; None
FU94205; None; None; None; None
FU94206; None; None; None; None
FU94207; None; None; None; None
FU94208; None; None; None; None
FU94209; None; None; None; None
FU94210; None; None; None; None
FU94211; None; None; None; None
FU94212; None; None; None; None
FU94213; None; None; None; None
FU94214; None; None; None; None
FU94215; None; None; None; None
FU94216; None; None; None; None
FU94217; None; None; None; None
FU94218; None; None; None; Membrane
FU94219; None; None; Protease inhibitor, Thiol protease inhibitor; None
FU94220; None; None; None; None
FU94221; None; None; None; None
FU94222; None; None; None; None
FU94223; None; None; None; None
FU94224; None; None; None; None
FU94225; None; None; None; None
FU94226; None; None; None; None
FU94227; None; None; None; None
FU94228; None; None; None; None
FU94229; None; None; None; None
FU94230; None; None; None; None
FU94231; None; None; None; None
FU94232; None; None; None; None
FU94233; None; None; None; None
FU94234; None; None; None; None
FU94235; None; None; None; None
FU94236; None; None; None; None
FU94237; None; None; None; None
FU94238; None; None; None; None
FU94239; None; None; None; None
FU94240; None; None; None; None
FU94241; None; None; None; None
FU94242; None; None; None; None
FU94243; None; None; None; None
FU94244; None; None; None; None
FU94245; None; None; None; None
FU94246; None; None; None; None
FU94247; None; None; None; None
FU94248; None; None; None; None
FU94249; None; None; None; None
FU94250; None; None; Oxidoreductase; None
FU94251; None; None; None; None
FU94252; None; None; None; None
FU94253; None; None; None; None
FU94254; None; None; None; None
FU94255; None; None; None; None
FU94256; None; None; None; None
FU94257; None; None; None; None
FU94258; None; None; None; None
FU94259; None; None; None; None
FU94260; None; None; None; None
FU94261; None; None; None; None
FU94262; None; None; None; None
FU94263; None; None; None; None
FU94264; None; None; None; None
FU94265; None; None; None; None
FU94266; None; None; None; None
FU94267; None; None; None; None
FU94268; None; None; None; None
FU94269; None; None; None; None
FU94270; None; None; None; None
FU94271; None; None; None; None
FU94272; None; None; None; None
FU94273; None; Transcription, Transcription regulation; None; Nucleus
FU94274; None; None; None; None
FU94275; None; None; None; None
FU94276; None; None; None; None
FU94277; 4 benzenediol + O(2) = 4 benzosemiquinone + 2 H(2)O.; Lignin degradation; Oxidoreductase; Apoplast, Secreted
FU94278; None; None; Chaperone; None
FU94279; None; None; None; None
FU94280; None; None; Helicase, Hydrolase; None
FU94281; None; None; None; None
FU94282; None; None; Hydrolase; None
FU94283; None; None; None; None
FU94284; None; Transport; None; Membrane
FU94285; None; None; None; None
FU94286; None; None; None; None
FU94287; None; None; None; None
FU94288; None; None; Ribonucleoprotein, Ribosomal protein; None
FU94289; None; None; None; None
FU94290; None; None; None; None
FU94291; None; None; None; None
FU94292; None; None; None; None
FU94293; None; None; None; None
FU94294; None; None; None; None
FU94295; None; None; None; None
FU94296; None; None; None; None
FU94297; None; None; None; None
FU94298; None; None; None; None
FU94299; None; None; None; None
FU94300; None; None; None; None
FU94301; None; None; None; None
FU94302; None; None; None; None
FU94303; None; None; None; None
FU94304; None; None; None; None
FU94305; None; None; None; None
FU94306; None; None; None; None
FU94307; None; None; None; None
FU94308; None; None; None; None
FU94309; None; None; None; None
FU94310; None; None; None; None
FU94311; None; None; None; None
FU94312; None; None; None; None
FU94313; None; None; None; None
FU94314; None; None; None; None
FU94315; None; None; None; None
FU94316; None; None; None; None
FU94317; None; None; Monooxygenase, Oxidoreductase; None
FU94318; None; None; None; None
FU94319; None; None; None; None
FU94320; None; None; None; None
FU94321; None; None; None; None
FU94322; None; None; None; None
FU94323; None; None; None; None
FU94324; None; None; None; None
FU94325; None; None; None; None
FU94326; None; None; None; None
FU94327; None; None; None; Cell membrane, Membrane
FU94328; None; None; None; None
FU94329; None; None; None; None
FU94330; None; None; None; None
FU94331; None; None; None; None
FU94332; None; None; None; None
FU94333; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU94334; None; None; None; None
FU94335; None; None; None; None
FU94336; None; None; None; None
FU94337; None; None; Oxidoreductase; None
FU94338; None; None; None; None
FU94339; None; None; None; None
FU94340; None; None; None; None
FU94341; None; None; None; None
FU94342; None; None; None; None
FU94343; None; None; None; None
FU94344; None; None; None; None
FU94345; None; None; None; None
FU94346; None; None; None; None
FU94347; None; Ammonia transport, Transport; None; Membrane
FU94348; None; None; None; None
FU94349; None; None; None; None
FU94350; None; Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Oxylipin biosynthesis; Dioxygenase, Oxidoreductase; None
FU94351; None; None; None; None
FU94352; None; None; None; None
FU94353; None; None; None; None
FU94354; None; None; None; None
FU94355; None; None; None; None
FU94356; None; None; None; None
FU94357; None; None; None; None
FU94358; None; None; None; None
FU94359; None; Plant defense; Pathogenesis-related protein; None
FU94360; None; None; None; None
FU94361; None; None; None; None
FU94362; None; None; None; None
FU94363; None; None; None; None
FU94364; None; None; None; None
FU94365; None; None; None; None
FU94366; None; None; None; None
FU94367; None; None; None; None
FU94368; None; None; None; None
FU94369; None; None; None; None
FU94370; None; None; None; None
FU94371; None; None; None; None
FU94372; None; None; None; None
FU94373; None; None; Glycosidase, Hydrolase; None
FU94374; None; None; None; Chromosome, Nucleus
FU94375; None; None; None; None
FU94376; None; None; None; None
FU94377; None; None; None; None
FU94378; None; None; Hydrolase; None
FU94379; None; None; None; Nucleus
FU94380; None; None; None; None
FU94381; None; None; None; None
FU94382; None; None; None; None
FU94383; None; None; None; None
FU94384; None; None; None; None
FU94385; None; None; None; None
FU94386; None; None; None; None
FU94387; None; None; None; None
FU94388; None; None; None; None
FU94389; None; None; None; None
FU94390; None; None; None; None
FU94391; None; None; None; None
FU94392; None; None; None; None
FU94393; None; None; None; None
FU94394; None; None; None; None
FU94395; None; None; None; None
FU94396; ATP + 1D-myo-inositol 3,4,5,6-tetrakisphosphate = ADP + 1D-myo-inositol 1,3,4,5,6-pentakisphosphate.; None; Kinase, Transferase; None
FU94397; None; None; None; None
FU94398; None; None; None; None
FU94399; None; None; None; None
FU94400; None; None; None; None
FU94401; None; None; None; None
FU94402; ATP + H(2)O + Ca(2+)(Side 1) = ADP + phosphate + Ca(2+)(Side 2).; Calcium transport, Ion transport, Transport; Hydrolase; Membrane
FU94403; None; None; None; None
FU94404; ATP + H(2)O = ADP + phosphate.; None; Hydrolase; Cytoplasm, Cytoskeleton, Microtubule
FU94405; None; None; None; None
FU94406; None; None; None; None
FU94407; None; None; None; None
FU94408; None; None; Transferase; None
FU94409; None; None; None; None
FU94410; None; None; None; None
FU94411; None; None; None; None
FU94412; None; None; None; None
FU94413; None; None; None; None
FU94414; None; None; None; None
FU94415; None; None; None; None
FU94416; None; None; None; None
FU94417; None; None; None; None
FU94418; None; None; None; None
FU94419; None; None; None; None
FU94420; None; None; None; None
FU94421; None; None; None; None
FU94422; None; None; None; None
FU94423; None; None; None; None
FU94424; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU94425; None; None; None; None
FU94426; None; None; None; None
FU94427; None; None; None; None
FU94428; None; None; None; None
FU94429; None; None; None; None
FU94430; None; None; None; None
FU94431; None; None; None; None
FU94432; None; None; None; None
FU94433; None; None; None; None
FU94434; None; None; None; None
FU94435; None; None; None; None
FU94436; None; None; None; None
FU94437; None; None; None; None
FU94438; None; None; None; None
FU94439; None; None; None; None
FU94440; None; None; None; None
FU94441; None; None; None; None
FU94442; None; None; None; None
FU94443; None; None; None; None
FU94444; None; Transcription, Transcription regulation; None; Nucleus
FU94445; None; None; None; None
FU94446; 2 phenolic donor + H(2)O(2) = 2 phenoxyl radical of the donor + 2 H(2)O.; Hydrogen peroxide; Oxidoreductase, Peroxidase; Secreted
FU94447; None; None; None; None
FU94448; None; None; None; None
FU94449; None; None; None; None
FU94450; None; None; None; None
FU94451; None; None; None; None
FU94452; None; None; None; None
FU94453; None; ER-Golgi transport, Protein transport, Transport; None; Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane
FU94454; None; None; None; None
FU94455; None; None; None; None
FU94456; None; None; None; None
FU94457; None; None; Helicase, Hydrolase; None
FU94458; None; None; None; None
FU94459; None; None; None; None
FU94460; None; None; Hydrolase; None
FU94461; None; None; None; None
FU94462; None; None; None; None
FU94463; None; None; Kinase, Transferase; None
FU94464; None; None; None; None
FU94465; None; None; None; None
FU94466; None; None; None; None
FU94467; None; None; None; None
FU94468; None; None; None; None
FU94469; None; None; None; None
FU94470; None; None; None; None
FU94471; None; None; None; None
FU94472; None; None; None; None
FU94473; None; None; None; None
FU94474; None; None; None; None
FU94475; None; None; None; None
FU94476; None; None; None; None
FU94477; None; None; None; None
FU94478; None; None; None; None
FU94479; None; None; Kinase, Serine/threonine-protein kinase, Transferase; None
FU94480; None; None; None; None
FU94481; None; None; None; None
FU94482; None; None; None; None
FU94483; None; None; None; None
FU94484; None; None; None; None
FU94485; None; None; None; None
FU94486; None; None; None; None
FU94487; None; None; None; None
FU94488; None; None; None; None
FU94489; None; None; None; None
FU94490; None; None; None; None
FU94491; None; None; None; None
FU94492; (S)-lactate + NAD(+) = pyruvate + NADH.; None; Oxidoreductase; None
FU94493; None; None; None; None
FU94494; None; Protein biosynthesis; Initiation factor; None
FU94495; None; None; None; None
FU94496; None; None; None; None
FU94497; None; None; None; None
FU94498; None; None; None; None
FU94499; None; None; None; None
FU94500; None; None; Ribonucleoprotein; Cytoplasm, Signal recognition particle
FU94501; None; None; None; None
FU94502; None; None; None; None
FU94503; None; None; None; None
FU94504; 2 ubiquinol + O(2) = 2 ubiquinone + 2 H(2)O.; Electron transport, Respiratory chain, Transport; Oxidoreductase; Membrane
FU94505; None; None; None; None
FU94506; None; None; None; None
FU94507; None; None; None; None
FU94508; None; None; None; None
FU94509; None; None; None; None
FU94510; None; None; None; None
FU94511; None; None; None; None
FU94512; None; None; None; None
FU94513; None; None; None; None
FU94514; None; None; None; None
FU94515; None; mRNA processing; None; None
FU94516; None; None; None; None
FU94517; None; None; None; None
FU94518; None; None; None; None
FU94519; None; None; None; None
FU94520; None; Autophagy; None; None
FU94521; None; None; None; None
FU94522; None; None; None; None
FU94523; None; None; None; None
FU94524; None; None; None; None
FU94525; None; None; None; None
FU94526; None; None; None; None
FU94527; None; None; None; None
FU94528; None; None; None; None
FU94529; None; None; None; None
FU94530; None; None; None; None
FU94531; None; None; None; None
FU94532; None; None; None; None
FU94533; None; None; None; None
FU94534; None; None; None; None
FU94535; None; None; Monooxygenase, Oxidoreductase; None
FU94536; None; None; None; None
FU94537; None; None; None; None
FU94538; None; None; None; None
FU94539; None; None; None; None
FU94540; None; None; None; None
FU94541; None; None; None; None
FU94542; None; None; None; None
FU94543; None; None; None; None
FU94544; None; None; None; None
FU94545; None; None; None; None
FU94546; None; None; Oxidoreductase; None
FU94547; None; None; None; None
FU94548; None; None; None; None
FU94549; None; None; None; None
FU94550; None; None; None; None
FU94551; None; None; None; None
FU94552; None; None; None; None
FU94553; None; None; None; None
FU94554; None; None; None; None
FU94555; None; None; None; None
FU94556; None; None; None; None
FU94557; None; None; None; None
FU94558; None; None; None; None
FU94559; None; None; None; None
FU94560; None; None; None; None
FU94561; None; None; None; None
FU94562; None; None; None; None
FU94563; None; None; None; None
FU94564; None; None; Oxidoreductase; None
FU94565; None; None; None; None
FU94566; None; None; None; None
FU94567; None; None; None; None
FU94568; None; None; None; None
FU94569; None; None; None; None
FU94570; None; None; None; None
FU94571; None; None; None; None
FU94572; None; None; None; None
FU94573; None; None; Actin capping; None
FU94574; None; None; None; None
FU94575; None; None; None; None
FU94576; None; None; None; None
FU94577; None; None; None; None
FU94578; None; None; None; None
FU94579; None; None; None; None
FU94580; None; None; None; None
FU94581; None; None; None; None
FU94582; None; None; Helicase, Hydrolase; None
FU94583; None; None; None; None
FU94584; None; None; None; None
FU94585; None; None; None; None
FU94586; None; None; None; None
FU94587; None; None; None; None
FU94588; None; None; None; None
FU94589; None; None; None; None
FU94590; None; None; None; None
FU94591; None; None; None; None
FU94592; None; None; None; None
FU94593; None; None; None; None
FU94594; None; None; None; None
FU94595; None; None; None; None
FU94596; None; None; Oxidoreductase, Peroxidase; None
FU94597; None; None; None; None
FU94598; None; None; None; None
FU94599; None; None; None; None
FU94600; None; None; None; None
FU94601; None; None; None; None
FU94602; None; None; None; None
FU94603; None; None; None; None
FU94604; None; None; None; None
FU94605; None; None; None; None
FU94606; None; ER-Golgi transport, Protein transport, Transport; None; Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane
FU94607; None; None; Ribonucleoprotein, Ribosomal protein; None
FU94608; None; None; None; None
FU94609; None; None; None; None
FU94610; None; None; Transferase; None
FU94611; None; None; None; None
FU94612; None; Transcription, Transcription regulation; None; None
FU94613; None; None; None; None
FU94614; None; None; None; None
FU94615; None; None; None; None
FU94616; None; None; None; None
FU94617; None; None; None; None
FU94618; None; None; None; None
FU94619; None; None; None; None
FU94620; None; None; None; None
FU94621; None; None; None; None
FU94622; None; None; None; None
FU94623; None; None; None; None
FU94624; None; None; None; None
FU94625; None; None; Transferase; None
FU94626; None; None; None; None
FU94627; None; None; None; None
FU94628; None; None; None; None
FU94629; None; None; None; None
FU94630; None; None; None; None
FU94631; None; None; None; None
FU94632; None; None; None; None
FU94633; None; None; None; None
FU94634; None; None; None; None
FU94635; None; None; None; None
FU94636; None; None; None; None
FU94637; None; None; None; None
FU94638; None; None; None; None
FU94639; None; None; None; None
FU94640; None; None; None; None
FU94641; None; None; None; None
FU94642; None; None; None; None
FU94643; None; None; None; None
FU94644; None; None; None; None
FU94645; None; None; None; None
FU94646; None; None; None; None
FU94647; None; None; None; None
FU94648; None; None; None; None
FU94649; None; None; None; None
FU94650; None; None; None; None
